compound_ID,SMILES,enzyme_uniprot,enzyme,enzyme_type,rep1,rep2,both_less_05
PIROCTONE OLAMINE ,CC(N)O.Cc1cc(CC(C)CC(C)(C)C)n(O)c(=O)c1,P0A749,murA,MurA,0.879032258,0.808309726,0
ENROFLOXACIN ,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,P0A749,murA,MurA,0.678763441,0.638338055,0
CEFORANIDE ,NCc1ccccc1CC(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CSC12,P0A749,murA,MurA,0.08760732,0.087915601,1
FLUMEQUINE ,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,P0A749,murA,MurA,0.603225806,0.825779037,0
PEFLOXACIN MESYLATE ,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21.CS(=O)(=O)O,P0A749,murA,MurA,0.61827957,0.774315392,0
NORFLOXACIN ,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,P0A749,murA,MurA,0.810752688,0.787063267,0
SARAFLOXACIN HYDROCHLORIDE ,Cl.O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,P0A749,murA,MurA,0.728763441,0.666666667,0
CEFTEZOLE ,O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CSC12,P0A749,murA,MurA,0.41836429,0.196062567,1
FURAZOLIDONE ,O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,P0A749,murA,MurA,0.566666667,0.731822474,0
CEFMETAZOLE SODIUM ,COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CSC21.[Na+],P0A749,murA,MurA,0.151856576,0.182713053,1
MOXIFLOXACIN HYDROCHLORIDE ,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12.Cl,P0A749,murA,MurA,0.824462366,0.766288952,0
CEFOPERAZONE ,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O,P0A749,murA,MurA,0.105625847,0.093190537,1
BRD-K00535541,Nc1c2ccccc2nc2ccccc12,P0A749,murA,MurA,0.842204301,0.638338055,0
NITROFURANTOIN ,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,P0A749,murA,MurA,0.692204301,0.605288008,0
CLEROCIDIN,CC1CCC2(C)C(C=O)=CCCC2C1(C)CC1OC(O)C(=O)C12CO2 ,P0A749,murA,MurA,0.579301075,0.745514636,0
FLORFENICOL ,CS(=O)(=O)c1ccc(C(O)C(CF)NC(=O)C(Cl)Cl)cc1,P0A749,murA,MurA,0.726075269,0.865911237,0
CEFAMANDOLE SODIUM ,Cn1nnnc1SCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1.[Na+],P0A749,murA,MurA,0.064731134,0.087595908,1
METHYLBENZETHONIUM CHLORIDE ,Cc1cc(C(C)(C)CC(C)(C)C)ccc1OCCOCC[N+](C)(C)Cc1ccccc1.[Cl-],P0A749,murA,MurA,0.034568459,0.038523018,1
CEFUROXIME SODIUM ,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1.[Na+],P0A749,murA,MurA,0.09336873,0.141046386,1
PIPERACILLIN SODIUM ,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)[O-])c2ccccc2)C(=O)C1=O.[Na+],P0A749,murA,MurA,0.497153984,0.726628895,0
AMIKACIN HYDRATE ,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O.O,P0A749,murA,MurA,1.001354179,0.923984891,0
CINACALCET HYDROCHLORIDE ,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl,P0A749,murA,MurA,0.973655914,0.525023607,0
BLEOMYCIN (bleomycin B2 shown) ,CCC1OC(OC(c2c[nH]cn2)C(NC(=O)c2nc(C(CC(N)=O)NCC(N)C(N)=O)nc(N)c2C)C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc2nc(-c3nc(C(=O)NCCCCNC(=N)N)cs3)cs2)C(C)O)C(OC2OC(CO)C(O)C(OC(N)=O)C2O)C(C)C1C.O=S(=O)(O)O.O=S(=O)(O)O,P0A749,murA,MurA,0.764247312,0.646836638,0
BENZETHONIUM CHLORIDE ,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],P0A749,murA,MurA,0.068176683,0.056505754,1
NITROFURAZONE ,NC(=O)NN=Cc1ccc([N+](=O)[O-])o1,P0A749,murA,MurA,0.598655914,0.382733408,0
MARBOFLOXACIN ,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,P0A749,murA,MurA,0.719354839,0.451349831,0
COLISTIN SULFATE ,CCC(C)C1NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)CCCCC(C)C)C(C)O)CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)CC)NC1=O.O=S(=O)(O)O.O=S(=O)(O)O,P0A749,murA,MurA,0.784946237,0.634088763,0
PAZUFLOXACIN MESYLATE ,CC1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.CS(=O)(=O)O,P0A749,murA,MurA,0.919623656,0.838526912,0
DIFLOXACIN HYDROCHLORIDE ,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1.Cl,P0A749,murA,MurA,0.554032258,0.631255902,0
LOMEFLOXACIN HYDROCHLORIDE ,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl,P0A749,murA,MurA,0.750268817,0.70585458,0
CIPROFLOXACIN ,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,P0A749,murA,MurA,0.900537634,0.509442871,0
SPECTINOMYCIN HYDROCHLORIDE ,CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O.Cl.Cl,P0A749,murA,MurA,0.491012582,0.486501687,1
OXOLINIC ACID ,CCn1cc(C(=O)[O-])c(=O)c2cc3c(cc21)OCO3.[K+],P0A749,murA,MurA,0.890860215,0.704438149,0
MOXALACTAM DISODIUM ,COC1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)COC21.[Na+].[Na+],P0A749,murA,MurA,0.057105739,0.080882353,1
BEKANAMYCIN SULFATE ,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O.O=S(=O)(O)O,P0A749,murA,MurA,0.285050929,0.228829558,1
NADIFLOXACIN ,CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,P0A749,murA,MurA,0.803763441,0.809254013,0
THIMEROSAL ,CC[Hg]Sc1ccccc1C(=O)[O-].[Na+],P0A749,murA,MurA,0.204506803,0.218581446,1
CEFTIBUTEN ,Nc1nc(C(=CCC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,P0A749,murA,MurA,0.044453231,0.072170716,1
ORBIFLOXACIN ,CC1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,P0A749,murA,MurA,0.665322581,0.686968839,0
DONEPEZIL HYDROCHLORIDE ,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,P0A749,murA,MurA,0.444727382,0.527856468,0
ENOXACIN ,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,P0A749,murA,MurA,0.933870968,0.744570349,0
CEFACLOR ,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1,P0A749,murA,MurA,0.066256213,0.084798593,1
DIMENHYDRINATE ,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,P0A749,murA,MurA,0.680913978,0.712464589,0
CEFDITORIN PIVOXIL ,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1,P0A749,murA,MurA,0.296884362,0.208737864,1
BUSPIRONE HYDROCHLORIDE ,Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,P0A749,murA,MurA,0.936021505,0.794617564,0
CEFTRIAXONE SODIUM TRIHYDRATE ,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CSC12)c1csc(N)n1.O.O.O.[Na+].[Na+],P0A749,murA,MurA,0.144912132,0.102461637,1
SPARFLOXACIN ,CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,P0A749,murA,MurA,0.543548387,0.661473088,0
RONNEL ,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,P0A749,murA,MurA,0.493708808,0.676581681,0
AZTREONAM ,CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,P0A749,murA,MurA,0.848387097,0.747403211,0
TELITHROMYCIN ,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)OC12C,P0A749,murA,MurA,0.632526882,0.703021719,0
RIFAXIMIN ,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,P0A749,murA,MurA,0.390203715,0.455286839,1
AZACITIDINE ,Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,P0A749,murA,MurA,0.880107527,0.69121813,0
CEFDINIR ,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1,P0A749,murA,MurA,0.155470522,0.099024936,1
PIPEMIDIC ACID ,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,P0A749,murA,MurA,0.831182796,0.898016997,0
DIAVERIDINE ,COc1ccc(Cc2cnc(N)nc2N)cc1OC,P0A749,murA,MurA,0.758602151,0.72190746,0
MITOMYCIN ,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,P0A749,murA,MurA,0.350209706,0.176779935,1
PYRITHIONE ZINC ,[O-][n+]1ccccc1S[Zn]Sc1cccc[n+]1[O-],P0A749,murA,MurA,0.08529146,0.131742179,1
CEFTAZIDIME ,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,P0A749,murA,MurA,0.034568459,0.056665601,1
BACAMPICILLIN HYDROCHLORIDE ,CCOC(=O)OC(C)OC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C.Cl,P0A749,murA,MurA,0.894086022,0.746458924,0
NOSCAPINE HYDROCHLORIDE ,COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C.Cl,P0A749,murA,MurA,0.485020971,0.348706412,1
CHLORAMPHENICOL SODIUM SUCCINATE ,O=C([O-])CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1.[Na+],P0A749,murA,MurA,0.898924731,0.844664778,0
MEROPENEM ,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,P0A749,murA,MurA,0.706451613,0.294713161,0
TETRACYCLINE HYDROCHLORIDE ,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12.Cl,P0A749,murA,MurA,0.73844086,0.684608121,0
CETRIMONIUM BROMIDE ,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],P0A749,murA,MurA,0.062584727,0.087675831,1
FLOXURIDINE ,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,P0A749,murA,MurA,0.901344086,0.810670444,0
COLISTIMETHATE SODIUM ,CCC(C)C1NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)CCCCC(C)C)C(C)O)CCNC(=O)C(C(C)O)NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(C(C)CC)NC1=O.[Na+].[Na+].[Na+].[Na+].[Na+],P0A749,murA,MurA,0.463451168,0.664305949,0
CICLOPIROX OLAMINE ,Cc1cc(C2CCCCC2)n(O)c(=O)c1.NCCO,P0A749,murA,MurA,0.943817204,1.006850656,0
CINOXACIN ,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,P0A749,murA,MurA,0.643548387,0.880075543,0
NITROXOLINE ,O=[N+]([O-])c1ccc(O)c2ncccc12,P0A749,murA,MurA,0.373127621,0.209007551,1
BENZALKONIUM CHLORIDE HYDRATE ,CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O.[Cl-],P0A749,murA,MurA,0.040499322,0.061540921,1
METHACYCLINE HYDROCHLORIDE ,C=C1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C12.Cl,P0A749,murA,MurA,0.051965657,0.088155371,1
HEXACHLOROPHENE ,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,P0A749,murA,MurA,0.472887957,1.325112546,0
PHENYLMERCURIC ACETATE ,CC(=O)O[Hg]c1ccccc1,P0A749,murA,MurA,0.22675737,0.720963173,0
DEMECLOCYCLINE HYDROCHLORIDE ,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12.Cl,P0A749,murA,MurA,0.101615454,0.165048544,1
CHLOROACETOXYQUINOLINE ,CC(=O)Oc1ccc(Cl)c2cccnc12,P0A749,murA,MurA,1.006894005,0.738432483,0
OXYTETRACYCLINE ,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12.Cl,P0A749,murA,MurA,0.052474017,0.092631074,1
CHLORTETRACYCLINE HYDROCHLORIDE ,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12.Cl,P0A749,murA,MurA,0.777150538,0.757318225,0
DOXYCYCLINE HYDROCHLORIDE ,CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C21.Cl,P0A749,murA,MurA,0.365038945,0.496344207,1
MINOCYCLINE HYDROCHLORIDE ,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O.Cl,P0A749,murA,MurA,0.08760732,0.092710997,1
DIHYDROSTREPTOMYCIN SESQUISULFATE [5mM/10% aq DMSO] ,CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)CO)OC(CO)C(O)C1O.O=S(=O)(O)O,P0A749,murA,MurA,0.628494624,0.640698772,0
CEFOXITIN SODIUM ,COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CSC21.[Na+],P0A749,murA,MurA,0.066708089,0.096067775,1
CETYLPYRIDINIUM CHLORIDE ,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],P0A749,murA,MurA,0.064053321,0.061780691,1
RIFAPENTINE ,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,P0A749,murA,MurA,0.232780612,0.055386829,1
CEFCAPENE PIVOXIL HYDROCHLORIDE ,CCC=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(COC(N)=O)CSC12)c1csc(N)n1.Cl,P0A749,murA,MurA,0.418963451,0.16639698,1
RIFAMPIN ,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,P0A749,murA,MurA,0.102349751,0.081361893,1
TOSUFLOXACIN TOLUENESULFONATE HYDRATE ,Cc1ccc(S(=O)(=O)O)cc1.NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1.O,P0A749,murA,MurA,0.623924731,0.664305949,0
CETALKONIUM CHLORIDE ,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],P0A749,murA,MurA,0.031066426,0.032928389,1
OXYQUINOLINE HEMISULFATE ,O=S(=O)(O)O.Oc1cccc2cccnc12,P0A749,murA,MurA,0.775537634,0.760623229,0
CHLOROXINE ,Oc1c(Cl)cc(Cl)c2cccnc12,P0A749,murA,MurA,1.062169149,0.696883853,0
BRD-K78206682,O=C1NC(=O)C=C1,P17952,murC,MurC,0.971287129,1.013434579,0
BRD-K01666924,CC(C)CCCC(=O)N[C@@H](CCNCS(=O)(=O)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCNCS(=O)(=O)O)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@H](CCNCS(=O)(=O)O)NC(=O)[C@H](CCNCS(=O)(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCNCS(=O)(=O)O)NC1=O)[C@@H](C)O ,P17952,murC,MurC,1.011142061,1.313084112,0
BRD-K20338176,N[C@@H](C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)Cl)c1ccccc1,P17952,murC,MurC,0.858415842,0.945714286,0
BRD-A03757454,OC[C@H]1O[C@@H](C[C@H]1O)N1C=C(F)C(=O)NC1=O,P17952,murC,MurC,0.999009901,1.048481308,0
BRD-K76927775,[O-][N+](=O)c1ccc(o1)/C=N/N1CC(=O)NC1=O,P17952,murC,MurC,1.573259053,1.092873832,0
BRD-K28935038,N[C@@H](C(=O)N[C@H]1[C@H]2CCC(=C(N2C1=O)C(=O)O)Cl)c1ccccc1,P17952,murC,MurC,0.928712871,1.004672897,0
BRD-K62607865,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(n2)N)C(=O)N1S(=O)(=O)O,P17952,murC,MurC,0.976237624,1.613317757,0
BRD-K34234316,CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,P17952,murC,MurC,0.086538462,0.125,1
BRD-K15766189,Nc1nc(cs1)/C(=N/O)C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)C=C,P17952,murC,MurC,0.984158416,1.023948598,0
BRD-K62328564; TRICLOSAN,Oc1cc(ccc1Oc1ccc(cc1Cl)Cl)Cl,P17952,murC,MurC,1.088579387,1.32067757,0
BRD-A24252652,CN[C@H]1C[C@@H](N)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@@H]3O[C@]4(O[C@H]([C@@H](N)CO)[C@H](O)[C@H](O)[C@H]4O)O[C@H]23)[C@@H]1O,P17952,murC,MurC,1.050696379,1.026285047,0
BRD-K00003347,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@H](O)c4c(ccc(c4C(=O)[C@@H]3C(=O)[C@]2(O)C(=O)[C@H](C(=O)N)C1=O)O)Cl,P17952,murC,MurC,1.016155989,1.001752336,0
BRD-K01825699,C[C@@H](O)[C@@H](NC(=O)[C@H](C)[C@@H](O)[C@H](C)NC(=O)[C@@H](NC(=O)c1nc(nc(c1C)N)[C@H](CC(=O)N)NC[C@@H](N)C(=O)N)[C@@H](O[C@H]1O[C@H](CO)[C@H](O)[C@@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(=O)N)[C@@H]1O)c1cnc[nH]1)C(=O)NCCc1nc(cs1)-c1nc(cs1)C(=O)NCCC[S+](C)C ,P17952,murC,MurC,0.831683168,0.867142857,0
BRD-K22662557,CCCC[P+](CCCC)(CCCC)Cc1ccc(cc1)NC(=O)[C@H](Cc1ccc2ccccc2c1)N/C(=N/C1CCCCC1)NC1CCCCC1,P17952,murC,MurC,0.871287129,0.242857143,0
BRD-K73425385,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,P17952,murC,MurC,0.969306931,0.967142857,0
BRD-K01825574,CON=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)CSC1=NC(=O)C(=NN1C)O)c1csc(n1)N,P17952,murC,MurC,0.914851485,0.587142857,0
BRD-K52735702,Nc1nc(cs1)/C(=N\O)C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)C=C,P17952,murC,MurC,0.904950495,0.928571429,0
BRD-K47832606,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O,P17952,murC,MurC,0.979207921,1.005841121,0
BRD-K08205503,CO/N=C(\C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)C[N+]1(C)CCCC1)c1csc(n1)N,P17952,murC,MurC,0.897029703,0.887142857,0
BRD-K92544108,CN1N=CN=C2C(=O)N(C)C(=O)N=C12,P17952,murC,MurC,0.90990099,1.070093458,0
BRD-K82960980,CO/N=C(\C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)CSC(=O)c1ccco1)c1csc(n1)N,P17952,murC,MurC,1.044568245,0.91,0
BRD-K10836013,N[C@@H]1CN(CC21CC2)c1c(cc2c(c1Cl)N(C=C(C(=O)O)C2=O)[C@@H]1C[C@@H]1F)F,P17952,murC,MurC,1.002228412,0.94,0
BRD-K49668410,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,P17952,murC,MurC,0.907920792,1.102219626,0
BRD-K85146014,OC(=O)P(=O)(O)O,P17952,murC,MurC,1.013370474,0.931428571,0
BRD-K00003588,C[C@@H](O)[C@@H](NC(=O)[C@H](C)[C@@H](O)[C@H](C)NC(=O)[C@@H](NC(=O)c1nc(nc(c1C)N)[C@H](CC(=O)N)NC[C@@H](N)C(=O)N)[C@@H](O[C@H]1O[C@H](CO)[C@H](O)[C@@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(=O)N)[C@@H]1O)c1c[nH]cn1)C(=O)NCCc1nc(cs1)-c1nc(cs1)C(=O)NCCC[S+](C)C ,P17952,murC,MurC,0.883168317,0.907142857,0
BRD-K00003240,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(c(c4C(=O)[C@H]3C(=O)[C@]2(O)C(=O)[C@H](C(=O)N)C1=O)O)NC(=O)CN1CCCC1)F,P17952,murC,MurC,1.052924791,0.964285714,0
BRD-K33457401; BRONOPOL,OCC(Br)(CO)[N+](=O)[O-],P17952,murC,MurC,1.017270195,1.193925234,0
BRD-K32972113,OCCN(CCO)c1ccc(c2no[n+](c12)[O-])[N+](=O)[O-],P17952,murC,MurC,0.897029703,0.974285714,0
BRD-K00003117,Nc1nc(ns1)/C(=N/O)C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)/C=C/1\CCN([C@@H]2CCNC2)C1=O,P17952,murC,MurC,0.889108911,0.544285714,0
BRD-K22442616,ONC(=O)c1cn(nn1)-c1cccc(c1)C(=O)N1CCC2(CC1)N(CNC2=O)c1ccccc1,P17952,murC,MurC,0.659405941,0.44538835,0
BRD-K27798832,CO/N=C(\C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)C)c1csc(n1)N,P17952,murC,MurC,0.857425743,0.91,0
BRD-K35932154,CN1SC=CC1=O,P17952,murC,MurC,0.925742574,1.012850467,0
BRD-K00003353,CN(C)[C@H]1[C@@H]2C[C@H]3[C@H](C(=O)c4c(ccc(c4[C@@]3(C)O)Cl)O)C(=O)[C@]2(O)C(=O)[C@H](C(=O)N)C1=O,P17952,murC,MurC,1.132033426,1.036214953,0
BRD-K23677682,CN[C@H]1CN(C[C@@H]1OC)c1ccc2c(n1)N(C=C(C(=O)O)C2=O)c1nccs1,P17952,murC,MurC,1.040111421,1.030373832,0
BRD-K00025625,C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=O)[C@H](C(=O)N)C(=O)[C@@]3(O)C(=C2C(=O)c2c(cccc21)O)O,P17952,murC,MurC,0.924752475,1.015771028,0
BRD-K88043978,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,P17952,murC,MurC,0.974257426,1.132593458,0
BRD-K70366318,COC1=C(N)C(=O)c2nc(ccc2C1=O)-c1nc(c(c(c1N)-c1ccc(c(c1O)OC)OC)C)C(=O)O,P17952,murC,MurC,1.56545961,1.04614486,0
BRD-K99750640,Cc1nnc(s1)SCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cn1cnnn1)C2=O)C(=O)O,P17952,murC,MurC,0.932673267,1.042640187,0
BRD-K80694030,CCCC[P+](CCCC)(CCCC)Cc1ccc(cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)N=C(NC1CCCCC1)NC1CCCCC1,P17952,murC,MurC,1.072423398,0.561428571,0
BRD-K85490921,CON=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)C=Cc1scnc1C)c1csc(n1)N,P17952,murC,MurC,0.873267327,0.665714286,0
BRD-K00494077,N[C@@H]1[C@H]2CN(C[C@@H]12)c1nc2c(cc1F)C(=O)C(=CN2c1ccc(cc1F)F)C(=O)O,P17952,murC,MurC,0.895049505,0.874285714,0
BRD-K92872987,CC1=CC(=O)C(=CN1)C(=O)N[C@@H](C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)CSc1nnnn1C)c1ccc(cc1)O,P17952,murC,MurC,1.257938719,1.105724299,0
BRD-K02558072,COC(=O)N/N=C/c1ccc(o1)[N+](=O)[O-],P17952,murC,MurC,0.905940594,1.117406542,0
BRD-K80622725,CN1N=C(C)N=C2C(=O)N(C)C(=O)N=C12,P17952,murC,MurC,0.993069307,1.126752336,0
